,Tweet,Polarity,Location,Source,Followers,Friends,Active Since,Lat,Lng,Sentiment,Popularity
214,"RT @Ian56789: Jeff Sessions is part of the Swamp &amp; has been for decades.
He's not going to lock up any protected political insiders like Hi…",0.0,,iPhone,871,3044,2,18.7931900024414,100.779800415039,O,Popular
215,RT @chuckwoolery: CLAPPER ADMITS: Obama Personally Ordered Peter Strzok To Set Up Mueller Probe https://t.co/avkOLTbymh https://t.co/e1ANgt…,0.0,Canada,Android,341,246,0,62.5360412597656,-96.3883514404297,O,Popular
216,RT @RealSaavedra: 19th paragraph: AP finally mentions she was arrested (DUI) and spent a month in jail which alerted ICE of her illegal imm…,-0.175,,Android,3699,4990,1,18.7931900024414,100.779800415039,N,Popular
217,RT @Thomas1774Paine: Obama-Appointed Judge Rules In Favor of Convicted Terrorist https://t.co/nRx2CKSF9k,0.0,"Wasilla, Alaska, USA",Android,1986,41,9,61.5822486877441,-149.445343017578,O,Popular
218,"RT @favoriteauntssi: Corrupt MSM

MORE MEDIA PROPAGANDA: AP Waits Until 24th Paragraph to Admit Illegal Alien's Deportation Process Started…",-0.16999999999999998,,,4646,4987,9,18.7931900024414,100.779800415039,N,Popular
219,"RT @Anon_decoder: Security clearances for Obama era off. will be revoked
Why hasnt yet?
to now these idiots would lead patriots in control…",-0.8,,Web,2196,2447,0,18.7931900024414,100.779800415039,N,Popular
220,@RandPaul Why not take HRC  and Obama’s as well? They are criminals and have no need for special security clearance… https://t.co/WUbmudukBm,0.35714285714285715,,iPhone,54,222,2,18.7931900024414,100.779800415039,P,Unpopular
221,"RT @KimDotcom: I have the case to put Obama, Biden and Clinton into a Court room to answer for their corruption and criminal abuse of power…",-0.4,The Republic of Texas,Android,1559,1178,1,31.4627552032471,-99.3330307006836,N,Popular
222,RT @rodrelho: obama quer dizer familia,0.0,"Recife, Brasil",Android,163,294,4,-8.05531024932861,-34.8719902038574,O,Unpopular
223,RT @Thomas1774Paine: Obama Crony Caught Up in Massive Fraud Scandal Dating Back to Barrack’s Reign https://t.co/VJpWuyjvGf,0.0,"Florida, USA",iPhone,403,112,2,28.4925804138184,-82.4722213745117,O,Popular
224,"RT @67jewelCDH: I'm struggling to think of one decision Trump has made for the betterment of this country. Every decision is about, How do…",0.0,"Bel Air, Maryland",Web,1639,1585,10,39.5389404296875,-76.3484802246094,O,Popular
225,@JackPosobiec Security clearance for life......why not they get so many other perks. In Obama’s administration ever… https://t.co/CxnSG3EcVr,0.1875,,,53,73,2,18.7931900024414,100.779800415039,P,Unpopular
226,RT @Cara_TXZEAL: Obama’s Best Friend’s For-Profit University Faces Federal Investigation https://t.co/H4nZlffTaA via @dailycaller,1.0,"New York, USA",iPhone,1771,796,2,40.7145500183105,-74.0071411132812,P,Popular
227,RT @Thomas1774Paine: Obama-Appointed Judge Rules In Favor of Convicted Terrorist https://t.co/nRx2CKSF9k,0.0,Kansas,iPhone,151,874,7,38.4847259521484,-98.3801727294922,O,Unpopular
228,"RT @RemiAdekoya1: Lesson: Nigerian politics is for the cunning fox (Saraki), not the slow-chewing giraffe (Buhari) or the docile antelope (…",0.0,West Africa,Android,688,761,2,-15.6555299758911,23.6716537475586,O,Popular
229,"RT @thedailybeast: In 2013, Trump tweeted that Obama would attack Iran to ""save face."" 
In 2018, Trump tweeted... well, you already know

h…",0.0,"Olathe, KS",iPhone,1894,958,5,38.8835296630859,-94.8188705444336,O,Popular
230,"RT @Chicago1Ray: These are the only two who had (Sec Clearance) to listen in on Phone calls involving Gen Flynn 

One or both of them inten…",-0.05,Oklahoma City,Android,707,346,5,35.4720306396484,-97.5210723876953,N,Popular
231,RT @Thomas1774Paine: Obama-Appointed Judge Rules In Favor of Convicted Terrorist https://t.co/nRx2CKSF9k,0.0,,,303,583,0,18.7931900024414,100.779800415039,O,Popular
232,"RT @Dianestraley: Trump Stood Up to Putin, Obama Appeased Him
 https://t.co/EXbxMlIXiJ",0.0,"Pennsylvania, USA",Web,12114,12232,5,40.8965110778809,-77.838752746582,O,Popular
233,"RT @SarahPalinUSA: Obama's Former Director of National Intelligence Comes Clean, Says It Was Obama Who Set Entire Mueller Witch Hunt Into M…",0.12222222222222225,South of the border,Web,99,337,9,34.496768951416,-79.3098983764648,P,Unpopular
234,@BiggChiefSosa @ericadamhovis @Richeydarian @ianbremmer @MartinSoong @axios We just collected more tax revenue than… https://t.co/nkHINFJkys,0.5,"Omaha, NE",iPhone,57,135,2,41.260669708252,-95.940559387207,P,Unpopular
235,@KatTheHammer1 @RealJamesWoods @Clinton6one4 @USAHotLips Obama could not defeat the JV team???,0.0,"Texas, USA",iPhone,78,184,2,31.4627552032471,-99.3330307006836,O,Unpopular
236,"RT @smartiekat123: Dear Mr. President,
     
       We the people would love for you to revoke the security clearance of these unhinged, le…",0.5,"Texas, USA",iPhone,1374,882,5,31.4627552032471,-99.3330307006836,P,Popular
237,RT @ChristieC733: Comey Lashes Out at Trump in Response to POTUS Considering Revoking Security Clearances of Obama #DeepState Operatives…,0.0,South Carolina  God's country,Web,862,1636,7,33.9038543701172,-80.8937683105469,O,Popular
238,@Truthbe44018911 @littleyoyo4 @ReidSaunders2 @FoxBusiness Are you serious?  I just explained it.  Because he has an… https://t.co/BTszFb5cl0,-0.3333333333333333,Chicago. Unfort. Great till 4 years ago...,Web,833,776,2,41.8842506408691,-87.6324462890625,N,Popular
239,"RT @nowthisnews: In 2011, Trump believed Obama would start a war with Iran to help win an election 🤔 https://t.co/gi5DBcRds5",0.8,Brisbane,Web,3826,4914,6,-27.4684600830078,153.023422241211,P,Popular
240,RT @The_Trump_Train: @realDonaldTrump Russia is the biggest ally of the Democrats... They lined crooked Hillary and Obama’s pockets!,0.0,,Android,30,106,4,18.7931900024414,100.779800415039,O,Unpopular
241,RT @NewRightNetwork: Obama’s Secret Attack on Christianity | American Exceptionalism | Ep13 https://t.co/S5WBXBlKcI,-0.2,"Somerset, Ohio",Android,610,661,2,39.8068199157715,-82.2998809814453,N,Popular
242,@GillianHTurner Who would ever want lying Obama officials’ opinions?? Answer - nobody with more than a single brain cell.,0.2142857142857143,"Arizona, USA",iPhone,943,137,1,34.293083190918,-111.664695739746,P,Popular
243,RT @SarahPalinUSA: FINALLY: Trump Mulls Revoking Security Clearances For Obama-Era Staff https://t.co/8uxnZQrglm,0.0,,iPhone,178,91,2,18.7931900024414,100.779800415039,O,Unpopular
244,"RT @WayneDupreeShow: Clapper Responds To Possibility His Security Clearance Could Be Revoked — Petty Thing To Do 

This is the sound of an…",0.4,"Oklahoma, USA",Android,4784,5213,1,35.5826988220215,-97.5086212158203,P,Popular
245,RT @Tweetsfor45: Yesterday I made a short video showing early images of Donald Trump’s beautiful mother so I figured it would only be fitti…,0.2375,"Michigan, USA",iPhone,188,95,0,44.8626174926758,-85.7351379394531,P,Unpopular
246,"RT @mmpadellan: At THIS point in Obama’s presidency, Michelle Obama launched numerous initiatives resulting in healthier eating and access…",0.0,"Spring Grove, IL",Android,309,622,1,42.4318618774414,-88.2377471923828,O,Popular
247,"RT @Tweetsfor45: This video of Obama mocking Romney's ""1980s"" Russian foreign policy should be played ad nauseam on MSM right now.

 https:…",0.05357142857142857,USA,iPhone,1014,1120,10,39.4959144592285,-98.9899826049805,P,Popular
248,@alreadygreatMD @Kevin_19843 @clair4k @RickyMakeup @HollyFrench17 @MOVEprofPHD @2toomanytweets @bongo_xxx… https://t.co/BjcNjaqw71,0.0,Arizona,Web,3761,3696,7,34.293083190918,-111.664695739746,O,Popular
249,"RT @thebradfordfile: If President Trump is revoking security clearances of Obama lackeys who screwed America, there’s one to add:

John McC…",0.0,United States of Winning,iPhone,31024,1005,0,39.4959144592285,-98.9899826049805,O,Popular
250,"HANNITY: It's Official, Obama’s DOJ ABUSED FISA COURT to Spy on Trump Campaign | Sean Hannity https://t.co/PAwrAdi7A7",0.0,matrix,,1041,2094,9,,,O,Popular
251,"@jmichaelkell They can tout it all they want, the racist @realDonaldTrump had/has nothing to do with the low unempl… https://t.co/ubQ0fYlMRN",0.0,"Orlando, Florida",Web,783,742,9,28.5382308959961,-81.3773880004883,O,Popular
252,RT @SenatorLeahy: I took this photo when Pres. Mandela came to Capitol Hill. His speech was dignified &amp; uplifting. This past week Pres. Oba…,-0.25,"Delaware, USA",Android,2250,2017,9,39.0081253051758,-75.4674682617188,N,Popular
253,RT @EddieDonovan: BOOM: Notorious Hacker Says Has Enough Dirt On Obama &amp; Friends To LOCK THEM UP https://t.co/81SVj4mUop  @ckeirns,0.0,,iPhone,12859,13331,7,18.7931900024414,100.779800415039,O,Popular
254,"RT @gqforbes4: #dtmag https://t.co/e4gFnsoUts ""MORE MEDIA PROPAGANDA: AP Waits Until 24th Paragraph to Admit Illegal Alien’s Deportation Pr…",-0.0875,Trump Country ,Android,6437,3786,7,38.8516616821289,-105.778831481934,N,Popular
255,https://t.co/o6YnIYZ8iR,0.0,Deplorable American ,iPhone,23800,22911,8,38.706470489502,-121.158622741699,O,Popular
256,"RT @DeepStateExpose: Obama CIA Chief John Brenna, who is fiercely anti-Trump, made a secret visit to Moscow in March 2016.
Weeks later in J…",-0.2,,Web,15945,15231,6,18.7931900024414,100.779800415039,N,Popular
257,RT @JakeHighwell: Will Trump revoke former Obama Administration members security clearances? My latest! https://t.co/8dzCUdgsJS,0.3125,,iPhone,62054,32183,4,18.7931900024414,100.779800415039,P,Popular
258,"RT @SarahPalinUSA: Obama's Former Director of National Intelligence Comes Clean, Says It Was Obama Who Set Entire Mueller Witch Hunt Into M…",0.12222222222222225,"Los Angeles, CA",iPhone,45715,1022,7,34.0534896850586,-118.245323181152,P,Popular
259,"Bring it Kim, don't wait for the Hitman to come knocking! https://t.co/HUFde19CWJ",0.0,USA,Android,1795,1971,9,39.4959144592285,-98.9899826049805,O,Popular
260,RT @OhNoSheTwitnt: Breaking: Trump announces US withdrawal from Obama administration practice of basic human decency,0.0,City by the bay.,,69,293,0,37.7771186828613,-122.419639587402,O,Unpopular
261,@VittoreKathleen @Milvio_Diaz @realDonaldTrump How did Obama ruin things? He brought USA back from financial disast… https://t.co/RcB0udOKbQ,0.0,,Android,232,864,6,18.7931900024414,100.779800415039,O,Unpopular
262,RT @conserv44110594: TREACHEROUS THREESOME❗️ Documents released on Saturday related to the wiretapping of former Trump campaign adviser Car…,0.0,"Texas, USA",Android,723,569,1,31.4627552032471,-99.3330307006836,O,Popular
263,"RT @Tweetsfor45: This video of Obama mocking Romney's ""1980s"" Russian foreign policy should be played ad nauseam on MSM right now.

 https:…",0.05357142857142857,"Deltona, FL",iPhone,3943,4884,4,28.9322109222412,-81.2233505249023,P,Popular
264,RT @The_Trump_Train: @realDonaldTrump Russia is the biggest ally of the Democrats... They lined crooked Hillary and Obama’s pockets!,0.0,,Android,582,752,5,18.7931900024414,100.779800415039,O,Popular
265,"@HyruLAD @jasonwall757 @FoxNews @POTUS #1 I'll clarify my statement so you can't twist it anymore. ""You have a lot… https://t.co/OdvYdWGStr",0.0,"Virgin Islands, U.S.",Web,24,172,2,17.7329292297363,-64.766487121582,O,Unpopular
266,"RT @JudicialWatch: JW President @TomFitton: ""This is a Clinton campaign doc that was presented to the Court as if it weren’t &amp; then they us…",0.0,Yeah Mon,Web,1666,2009,9,62.4192085266113,15.4110898971558,O,Popular
267,RT @arkansaucy_: Ray J’s mom is what Michelle Obama was talking about when she said stop babying these niggas. Your son is a cheater/liar a…,0.0,TX,iPhone,881,720,5,31.4627552032471,-99.3330307006836,O,Popular
268,RT @ResistWear: @realDonaldTrump Except Obama,0.0,"Skiatook, OK",iPhone,241,184,7,36.3669891357422,-95.9988632202148,O,Unpopular
269,RT @chuckwoolery: CLAPPER ADMITS: Obama Personally Ordered Peter Strzok To Set Up Mueller Probe https://t.co/avkOLTbymh https://t.co/e1ANgt…,0.0,,iPhone,692,225,9,18.7931900024414,100.779800415039,O,Popular
270,"RT @RepublicanAGs: State attorneys general stepped into action to stop the Obama administration's so-called ‘Clean Power Plan’, saving our…",0.17222222222222225,,iPhone,400,635,1,18.7931900024414,100.779800415039,P,Popular
271,RT @ruckin_: if Michelle Obama ever decides to run for President i’m voting for her. idc if her campgain slogan is “cotton candy sweet as g…,0.35,"Memphis, TN",iPhone,1122,486,4,35.1497611999512,-90.0492477416992,P,Popular
272,RT @perlmutations: Trump to Discontinue Obama-Era Practice of Using Lowercase Letters https://t.co/vG2CbhALY8,0.0,,iPhone,1902,4864,6,18.7931900024414,100.779800415039,O,Popular
273,RT @RyanAFournier: This is Lois Greisman. She’s an Obama holdover over at the FTC. She is strategically targeting any payment processing co…,0.0,America ,Android,26,149,1,39.4959144592285,-98.9899826049805,O,Unpopular
274,"RT @OfficeOfMike: What's the difference between Obama and Putin?

One is a communist and wiretaps his opponents and the other is Putin.",-0.125,,iPhone,2363,3279,2,18.7931900024414,100.779800415039,N,Popular
275,"RT @SarahPalinUSA: Obama's Former Director of National Intelligence Comes Clean, Says It Was Obama Who Set Entire Mueller Witch Hunt Into M…",0.12222222222222225,Tri Coastal ,iPhone,16335,16203,7,54.1492729187012,-128.4638671875,P,Popular
276,Obama a livré une masterclass en rhétorique lors des 100 ans de Mandela. Voici une analyse de ses astuces d'orateur… https://t.co/BojdkBbIEv,0.0,Puteaux,Web,15451,1908,7,48.882640838623,2.2402400970459,O,Popular
277,I had a white coworker tell me he felt things were safer during the Obama administration than the Trump era. As a b… https://t.co/ExQQrWFePi,0.0,Southern California,iPhone,173,156,1,34.0,-117.0,O,Unpopular
278,"RT @KimDotcom: I have the case to put Obama, Biden and Clinton into a Court room to answer for their corruption and criminal abuse of power…",-0.4,,,1220,1307,9,18.7931900024414,100.779800415039,N,Popular
279,"RT @thebradfordfile: Dear Nancy Pelosi:

Please spare America the lectures on partisanship in intelligence. Your party weaponized every fed…",0.0,"Oregon, USA originally from NM",Android,270,232,0,43.9388122558594,-120.558586120605,O,Unpopular
280,"RT @steph93065: Truth is, Obama's entire Intelligence staff SUCKED AT THEIR JOB. The hacks and attacks that happened under their watch were…",0.0,"Texas, USA",iPhone,3363,2424,3,31.4627552032471,-99.3330307006836,O,Popular
281,"RT @kaitlancollins: Worth remembering that Michael Flynn maintained his security clearance during the Obama administration, even after he l…",0.3,New Jersey,iPhone,299,380,9,40.1387786865234,-74.6769104003906,P,Unpopular
282,RT @NewRightNetwork: Obama’s Secret Attack on Christianity | American Exceptionalism | Ep13 https://t.co/S5WBXBlKcI,-0.2,alabama,Web,5980,6353,6,32.7665023803711,-86.8403091430664,N,Popular
283,RT @TheBrandonMorse: Live image of the Butina story after the media found out she had met with Obama administration officials in 2015. http…,0.13636363636363635,"Illinois, USA",Android,146,540,8,40.1139373779297,-89.1587677001953,P,Unpopular
284,"RT @SonofLiberty357: TRUMP STOOD UP TO PUTIN, OBAMA APPEASED HIM

Just ask Ukraine and Poland

(Thread) 

#MAGA

 https://t.co/EiHGOxd3BY",0.0,Texas,iPhone,80257,55438,9,31.4627552032471,-99.3330307006836,O,Popular
285,@BrianJOMalley Everyone’s has their way of handling a situation. Many though the way obama handles Iran was awesome… https://t.co/3kL5e5EhET,0.5,"New York, NY",iPhone,6186,357,9,40.7145500183105,-74.0071411132812,P,Popular
286,"Its not the Russians who we need to worry about illegally impacting our elections, nor any other nation. Recent his… https://t.co/mBpvQxaLWM",-0.20833333333333331,,Web,1086,865,5,18.7931900024414,100.779800415039,N,Popular
287,RT @LouDobbs: #FISAScandal- @JudicialWatch’s Chris Farrell: We have documented criminal misconduct on part of Obama officials. They willing…,-0.4,"Philadelphia, PA",iPhone,634,386,9,39.952220916748,-75.1621780395508,N,Popular
288,RT @NedaGh9: @AndrianaP_Lee @GadflyPersia @SecPompeo When Obama sent billions of cash to those terrorist you didn’t talk about MedllingInIr…,0.0,Paris | New York,iPhone,3048,1183,1,43.0001182556152,-75.3119125366211,O,Popular
289,"@SenateDems @APA HELP STOP THE DEMOCRATS MURDERING AND SLAVE TRADE.

NEVER VOTE FOR A DEMOCRAT - ANY DEMOCRAT
https://t.co/6kYtP6u4M5",0.0,,Web,99,89,3,18.7931900024414,100.779800415039,O,Unpopular
290,RT @grizzlemeister: I stand w/Rand on this issue. Who the hell knows what these Obama appointed flunkies are doing w/classified information…,0.0,"Michigan, USA",Android,3453,5002,0,44.8626174926758,-85.7351379394531,O,Popular
291,"RT @thebradfordfile: If President Trump is revoking security clearances of Obama lackeys who screwed America, there’s one to add:

John McC…",0.0,"Pittsburgh, PA",Web,3758,3911,6,40.4385108947754,-79.9973373413086,O,Popular
292,RT @RealJack: Notorious Hacker Says He Has Enough Dirt On Obama &amp; Friends To LOCK THEM UP https://t.co/gebFdTswPc,0.0,United States,Android,1218,1851,1,39.4959144592285,-98.9899826049805,O,Popular
293,@realDonaldTrump Thank you Mr. President for what you’re doing for our farmers. Obama gave billions of our dollars… https://t.co/dmAsgKcIIX,0.0,,iPhone,789,1072,3,18.7931900024414,100.779800415039,O,Popular
294,RT @RyanAFournier: This is Lois Greisman. She’s an Obama holdover over at the FTC. She is strategically targeting any payment processing co…,0.0,,Web,201,190,6,18.7931900024414,100.779800415039,O,Unpopular
295,@JulieJtaggart @fanCowboys1967 @totalcamelot1 @kimguilfoyle By the way what did obama do for this country? How abou… https://t.co/ODz0PsU9xm,0.0,"Florida, USA",iPhone,4743,5126,2,28.4925804138184,-82.4722213745117,O,Popular
296,"RT @WeMeantWell: My security clearance at State Dept was revoked entirely for political reasons under Obama, to silence me. I was far from…",0.03333333333333333,,iPhone,72,113,1,18.7931900024414,100.779800415039,P,Unpopular
297,"RT @true_pundit: Scalise Digs Up Obama Dirt, Uses It To Completely Destroy Trump’s Russia Critics https://t.co/ejV3c826Gp",-0.2,#WalkAway,,5309,5578,5,-28.9385795593262,114.805473327637,N,Popular
298,"RT @AmericanVoterUS: ""PLANTE: Mr. President, when did you first learn that Hillary Clinton used an email system outside the U.S. government…",0.125,,iPhone,858,1730,4,18.7931900024414,100.779800415039,P,Popular
299,RT @RyanAFournier: This is Lois Greisman. She’s an Obama holdover over at the FTC. She is strategically targeting any payment processing co…,0.0,"Los Angeles, CA",,945,1269,0,34.0534896850586,-118.245323181152,O,Popular
300,"RT @ida_skibenes: RANT: I am so fucking tired of the fucking whataboutism. No, I did not blindly support Obama when he was president, and I…",-0.25,"Michigan, USA ki",Android,2963,3617,0,44.8626174926758,-85.7351379394531,N,Popular
301,"RT @SBelle1950: “Sammon is compromised,” one FOX official said, calling him a political activist."" Bill Sammon is anti-Trump and has killed…",0.0,,Android,718,906,0,18.7931900024414,100.779800415039,O,Popular
302,"RT @FoxNews: Senator @RandPaul: ""I don't think we should reveal secrets to people who are calling the commander in chief 'treasonous.'"" #Th…",0.0,"Oklahoma, USA",iPhone,1682,1870,1,35.5826988220215,-97.5086212158203,O,Popular
303,RT @TomFitton: BRENNAN:Obama CIA Director John Brennan’s threatening and unhinged attacks on @RealDonaldTrump help explain Obama Admin's sp…,0.0,,,1027,424,4,18.7931900024414,100.779800415039,O,Popular
304,RT @RyanAFournier: This is Lois Greisman. She’s an Obama holdover over at the FTC. She is strategically targeting any payment processing co…,0.0,"New Mexico, USA",iPhone,199,281,7,34.4213218688965,-106.108406066895,O,Unpopular
305,@fwdcrocblu @foxandfriends @GShafSecurity Your a Socialist Liberal Democratic FOOL this was all Clinton and Obamas… https://t.co/ujiI8tYWbs,0.0,,,289,334,3,18.7931900024414,100.779800415039,O,Unpopular
306,RT @Tweetsfor45: Yesterday I made a short video showing early images of Donald Trump’s beautiful mother so I figured it would only be fitti…,0.2375,United States,Android,3523,4524,1,39.4959144592285,-98.9899826049805,P,Popular
307,@nka1105 @VanJones68 @CNN Obama sincerely apologized &amp; owned up when there were failures in ACA despite the fact th… https://t.co/klw7qkowwQ,0.5,,iPhone,115,494,9,18.7931900024414,100.779800415039,P,Unpopular
308,"@realDonaldTrump You're not fit to CARRY Obama's shoes, much less fill them.

PS. You know what they say about the… https://t.co/5x9UK4TUYq",-0.18333333333333332,OOOO-kla-homa,Web,832,1291,6,35.5826988220215,-97.5086212158203,N,Popular
309,"RT @WeMeantWell: My security clearance at State Dept was revoked entirely for political reasons under Obama, to silence me. I was far from…",0.03333333333333333,,Web,536,535,3,18.7931900024414,100.779800415039,P,Popular
310,RT @2christian: She was deported this YR. Letty says she is paying the price for HER drunk driving ARREST but is also convinced that her de…,-0.275,"Michigan, USA",iPhone,1446,1043,1,44.8626174926758,-85.7351379394531,N,Popular
311,"RT @rising_serpent: The incessant braying about Russian meddling &amp; DNC hacks  ignores: 
1. It all happened during Obama's reign of incompet…",0.0,"Canton, GA",iPhone,1310,1180,8,34.2362518310547,-84.4873275756836,O,Popular
312,"RT @plaPRpro: @ArizonaKayte @kwilli1046 First, does this mean Trump could rescind the “lifetime secret service security” Obama signed into…",-0.15416666666666667,,Android,4249,5002,1,18.7931900024414,100.779800415039,N,Popular
313,"RT @USATrump45: RETWEET if you are glad President Trump is putting America First, unlike the traitorous unamerican loser named Obama!

AMER…",0.40625,,Web,814,1437,3,18.7931900024414,100.779800415039,P,Popular
314,"RT @TomFitton: Anti-@RealDonaldTrump Russia Hysteria, BIG Win for Election Integrity, ATF Plays Games on Obama Ammo Ban Records, Clinton Cr…",0.4,,Android,5152,4984,2,18.7931900024414,100.779800415039,P,Popular
315,"RT @C_3C_3: Obama knew Carter Page wasnt a SPY
Obama knew Hillary paid for the Dossier
Obama knew the FISA Warrants were bogus
Obama knew t…",0.0,,Android,2118,1822,2,18.7931900024414,100.779800415039,O,Popular
316,@DLoesch Funny they never said that to Dems when Obama gave weapons to the cartel ot ISIS,0.25,,Android,4,88,0,18.7931900024414,100.779800415039,P,Unpopular
317,"RT @johncardillo: In response to @realDonaldTrump threatening to pull Obama officials' security clearances, @NancyPelosi said, ""...The last…",0.0,,iPhone,2016,1725,5,18.7931900024414,100.779800415039,O,Popular
318,"RT @thebradfordfile: Dear Nancy Pelosi:

Please spare America the lectures on partisanship in intelligence. Your party weaponized every fed…",0.0,,Android,3670,4963,6,18.7931900024414,100.779800415039,O,Popular
319,RT @AP: BREAKING: White House: Trump 'exploring' idea of revoking security clearances of 6 former Obama officials who are Trump critics.,0.0,colder than a witch's tit WI,Android,1797,1490,9,44.6417846679688,-89.7367401123047,O,Popular
320,RT @SarahPalinUSA: FINALLY: Trump Mulls Revoking Security Clearances For Obama-Era Staff https://t.co/8uxnZQrglm,0.0,"Safford, AZ",,130,41,2,32.8343696594238,-109.708587646484,O,Unpopular
321,RT @KelemenCari: Huh. The same Obama administration officials that may lose their security clearances are the same ones who want to keep do…,0.0,"Dora, Alabama, USA",Android,3440,2657,2,33.7303314208984,-87.0888900756836,O,Popular
322,"RT @WayneDupreeShow: Clapper Responds To Possibility His Security Clearance Could Be Revoked — Petty Thing To Do 

This is the sound of an…",0.4,"Hollywood Hills, CA",iPhone,4645,4278,9,34.1052398681641,-118.320648193359,P,Popular
323,"RT @IWillRedPillU: George Soros Had Puppet HR McMaster Approve Soon-Revoked White House Security Clearances
#Soros #WalkAway #ObamaGate #KA…",0.0, USA,Android,5277,3004,4,39.4959144592285,-98.9899826049805,O,Popular
324,RT @RyanAFournier: This is Lois Greisman. She’s an Obama holdover over at the FTC. She is strategically targeting any payment processing co…,0.0,"New Jersey, USA",Web,1900,3737,9,40.1387786865234,-74.6769104003906,O,Popular
325,"@SarahPalinUSA So President Obama asked the FBI to investigate possible fraud, crimes and espionage being committed… https://t.co/Fp65vltgh9",0.0,"Los Angeles, Can.",Web,14,144,9,34.0534896850586,-118.245323181152,O,Unpopular
326,"RT @Golfinggary5221: WOW! 
Notorious Hacker Says He Has Enough Dirt On Obama, Clinton and Biden  To LOCK THEM UP! Corruption and abuse of p…",0.0625,Chicago,,1355,2176,7,41.8842506408691,-87.6324462890625,P,Popular
327,"RT @ksorbs: Daniel Greenfield's article: Trump Stood Up to Putin, Obama Appeased Him
 Link to Sultan Knish 
Trump Stood Up to Putin, Obama…",0.0,,iPhone,98,238,1,18.7931900024414,100.779800415039,O,Unpopular
328,@SarahPalinUSA Any damn body that has anything to do with Obama's administration should be revoked,0.0,Tennessee ,,4,21,2,35.8430023193359,-86.3430480957031,O,Unpopular
329,"@JimPethokoukis And it's not like football coaches' records, anyway. Presidents have limited effect on economic sta… https://t.co/AKY1PK1e74",0.0642857142857143,,Web,4157,1235,7,18.7931900024414,100.779800415039,P,Popular
330,RT @RogueCPI: The guy who suggested Ted Cruz’s father assassinated JFK and said Obama wasn’t born in the USA doesn’t like baseless accusati…,0.0,"Concord, NH",Android,195,186,2,43.2072486877441,-71.5365982055664,O,Unpopular
331,RT @true_pundit: Obama Crony Caught Up in Massive Fraud Scandal Dating Back to Barrack’s Reign https://t.co/RbZBzZp3tw,0.0,United States,iPhone,215,290,1,39.4959144592285,-98.9899826049805,O,Unpopular
332,RT @OhNoSheTwitnt: Breaking: Trump announces US withdrawal from Obama administration practice of basic human decency,0.0,,iPhone,6,33,6,18.7931900024414,100.779800415039,O,Unpopular
333,@signorex3 @realDonaldTrump Guess that's like Obama's race card and Hillary's woman card right? Get over yourself.,0.2857142857142857,"Portland, Oregon",Android,53,69,7,45.511791229248,-122.675628662109,P,Unpopular
334,RT @Thomas1774Paine: Obama-Appointed Judge Rules In Favor of Convicted Terrorist https://t.co/nRx2CKSF9k,0.0,"Texas, USA",Android,4945,5393,5,31.4627552032471,-99.3330307006836,O,Popular
335,"Yasha Levine talks about surveillance, Google, facial recognition, AI, PRISM, Maven, Obama, Trump and what positive… https://t.co/d4UOSWDdWt",0.0,Join in!,iPhone,6547,3641,4,45.7336196899414,5.88148021697998,O,Popular
336,@NewYorkPhotoGal @realDonaldTrump Nobody expected Obama to bend over like a little b**** and pay them 1.4 billion dollars not to hurt him,-0.14375,"Florida, USA",Android,3437,3280,1,28.4925804138184,-82.4722213745117,N,Popular
337,"RT @BillWeirCNN: 1. Start trade war with country that buys many American beans.
2. Tweet ""trade wars are easy to win"" and ""tariffs are grea…",0.43333333333333335,USA,Android,16513,7405,9,39.4959144592285,-98.9899826049805,P,Popular
338,RT @LouDobbs: #FISAScandal- @JudicialWatch’s Chris Farrell: We have documented criminal misconduct on part of Obama officials. They willing…,-0.4,Wisconsin,iPhone,214,514,2,44.6417846679688,-89.7367401123047,N,Unpopular
339,"RT @smartiekat123: Dear Mr. President,
     
       We the people would love for you to revoke the security clearance of these unhinged, le…",0.5,,Web,1644,1420,1,18.7931900024414,100.779800415039,P,Popular
340,RT @IsraelUSAforevr: Retweet if you will NOT be watching Barack and Michelle Obama’s Netflix series.🎯,0.0,Hawaii,iPhone,1298,1687,2,19.598518371582,-155.5185546875,O,Popular
341,RT @RealJack: Notorious Hacker Says He Has Enough Dirt On Obama &amp; Friends To LOCK THEM UP https://t.co/gebFdTswPc,0.0,Florida,,2284,2440,1,28.4925804138184,-82.4722213745117,O,Popular
342,RT @JakeHighwell: Will Trump revoke former Obama Administration members security clearances? My latest! https://t.co/8dzCUdgsJS,0.3125,PA,,37233,13264,2,40.8965110778809,-77.838752746582,P,Popular
343,Nancy Pelosi‘s recent blathering session states that revoking the security clearance of Obama’s gang would “politic… https://t.co/DftvbkuA2D,0.0,United States,,8595,7922,3,39.4959144592285,-98.9899826049805,O,Popular
344,"RT @KimDotcom: The Department of Justice, the FBI, NSA and CIA have been weaponized and used by Obama, Biden and Clinton in an effort to se…",0.0,Texas,iPhone,429,613,2,31.4627552032471,-99.3330307006836,O,Popular
345,"which one Schumer, the one where Obama is telling Putin to wait until after he is elected, then he will have more l… https://t.co/i415uo8ObN",0.5,"Oklahoma City, OK",Web,77,443,4,35.4720306396484,,P,Unpopular
